
> gmstore@0.1.0 dev
> next dev

▲ Next.js 16.2.7 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.219.1:3000
- Environments: .env.local, .env
 GET /api/categories 200 in 70ms (next.js: 26ms, application-code: 45ms)
 GET /api/products/jewel-99-1781403890453 200 in 169ms (next.js: 26ms, application-code: 143ms)
 GET /api/products?featured=true&limit=10 200 in 155ms (next.js: 35ms, application-code: 121ms)
 GET /api/categories 200 in 78ms (next.js: 39ms, application-code: 38ms)
 GET /api/products?discount=true&limit=10 200 in 167ms (next.js: 53ms, application-code: 114ms)
 GET /api/products/best-sellers 200 in 119ms (next.js: 15ms, application-code: 104ms)
 GET /api/products?category=cmqa7nsbw0004vhlk9nf9csih&limit=50 200 in 114ms (next.js: 31ms, application-code: 83ms)
 GET /api/banners 200 in 51ms (next.js: 17ms, application-code: 34ms)
 GET /api/categories 200 in 41ms (next.js: 11ms, application-code: 31ms)
 GET /api/products?featured=true&limit=10 200 in 133ms (next.js: 18ms, application-code: 115ms)
 GET /api/products/jewel-99-1781403890453 200 in 104ms (next.js: 13ms, application-code: 90ms)
 GET /api/banners 200 in 46ms (next.js: 25ms, application-code: 21ms)
 GET /api/products?discount=true&limit=10 200 in 97ms (next.js: 14ms, application-code: 83ms)
 GET /api/products/best-sellers 200 in 70ms (next.js: 5ms, application-code: 66ms)
 GET /api/categories 200 in 37ms (next.js: 13ms, application-code: 24ms)
 GET /api/favorites 401 in 36ms (next.js: 21ms, application-code: 14ms)
 GET /api/products?featured=true&limit=10 200 in 102ms (next.js: 12ms, application-code: 90ms)
 GET /api/products?discount=true&limit=10 200 in 99ms (next.js: 10ms, application-code: 88ms)
 GET /api/products/best-sellers 200 in 102ms (next.js: 13ms, application-code: 89ms)
 GET /api/banners 200 in 55ms (next.js: 41ms, application-code: 14ms)
 GET /api/categories 200 in 33ms (next.js: 6ms, application-code: 27ms)
 GET /api/products?featured=true&limit=10 200 in 93ms (next.js: 15ms, application-code: 77ms)
 GET /api/products/best-sellers 200 in 72ms (next.js: 22ms, application-code: 49ms)
 GET /api/products?discount=true&limit=10 200 in 83ms (next.js: 13ms, application-code: 69ms)
 GET /api/categories 200 in 51ms (next.js: 14ms, application-code: 38ms)
 GET /api/categories 200 in 29ms (next.js: 8ms, application-code: 21ms)
 GET /api/products?limit=50 200 in 88ms (next.js: 26ms, application-code: 62ms)
 GET /api/favorites 401 in 44ms (next.js: 9ms, application-code: 35ms)
 GET /api/banners 200 in 61ms (next.js: 34ms, application-code: 28ms)
 GET /api/categories 200 in 30ms (next.js: 15ms, application-code: 15ms)
 GET /api/products?featured=true&limit=10 200 in 95ms (next.js: 7ms, application-code: 89ms)
 GET /api/products/best-sellers 200 in 79ms (next.js: 6ms, application-code: 73ms)
 GET /api/products?discount=true&limit=10 200 in 115ms (next.js: 19ms, application-code: 97ms)
 GET /api/banners 200 in 39ms (next.js: 18ms, application-code: 21ms)
 GET /api/categories 200 in 19ms (next.js: 4ms, application-code: 15ms)
 GET /api/products/jewel-100 200 in 33ms (next.js: 5ms, application-code: 28ms)
 GET /api/products?featured=true&limit=10 200 in 56ms (next.js: 10ms, application-code: 45ms)
 GET /api/products/best-sellers 200 in 47ms (next.js: 13ms, application-code: 34ms)
 GET /api/products?discount=true&limit=10 200 in 61ms (next.js: 6ms, application-code: 55ms)
 GET /api/categories 200 in 48ms (next.js: 7ms, application-code: 41ms)
 GET /api/banners 200 in 52ms (next.js: 24ms, application-code: 28ms)
 GET /api/products/best-sellers 200 in 83ms (next.js: 16ms, application-code: 67ms)
 GET /api/products?discount=true&limit=10 200 in 100ms (next.js: 24ms, application-code: 76ms)
 GET /api/products?featured=true&limit=10 200 in 127ms (next.js: 37ms, application-code: 90ms)
 GET /api/categories 200 in 56ms (next.js: 10ms, application-code: 46ms)
 GET /api/categories 200 in 79ms (next.js: 12ms, application-code: 67ms)
 GET /api/products?category=cmqa7nsbw0004vhlk9nf9csih&limit=50 200 in 167ms (next.js: 38ms, application-code: 130ms)
 GET /api/banners 200 in 94ms (next.js: 47ms, application-code: 47ms)
 GET /api/products?limit=50 200 in 243ms (next.js: 41ms, application-code: 202ms)
 GET /api/categories 200 in 62ms (next.js: 14ms, application-code: 47ms)
 GET /api/products/jewel-99-1781403890453 200 in 207ms (next.js: 80ms, application-code: 127ms)
